&c. &c. [...] w Skrzynnie roku 1642. dnia 3. kwietnia   |Łabęc załośnie śpiewaiący nad grobem Wielmożnego Pana|44563
-|10.V.1791 : Wyznaczenie summy 500 Czerw. zł. dla delegowanych z Korpusu Artylerii i Inżynierów - "mających się sposobić na profesorów respective swoich korpusów" - z podpisem St. Małachowskiego] d. 10 maii 1791.|23168
-|10.V.1791 : Zagajenie sesji 72 przez marszałka sejmowego Stanisława Małachowskiego.|22916
-|10.V.1792 : Duchowieństwo Oboyga Obrządków wiary świętej panującej katolickiej|21943
-|10.V.1792 : [Propozycja|21942
-|10.VI.1789 : Gazeta Warszawska Numer 46 we srzodę dnia 10 czerwca roku 1789 [wraz z suplementem z tejże daty]|19850
-|10.VI.1790 : Dziennik czynności Seymu Głównego Ordynaryjnego Warszawskiego pod związkiem Konfederacyi Oboyga Narodów agitującego się 1790. Sessya CCLXXVIII Dnia 10 czerwca we czwartek.|20829
-|10.VI.1790 : Głos J.W. Imci Pana Butrymowicza podstarosty i posła pow. pińskiego. .. .|20828
-|10.VI.1790 : Głos J.W. Jegomości Pana Stanisława Kublickiego posła z Xięstwa Inflanckiego. Na seymie Dnia 10 Czerwca 1790 Roku miany [w sprawie prorogacji sejmu i ew. wyborów]|20823
-|10.VI.1790 : Głos J.W. Jegomości Pana [D.] Leszczyńskiego posła inowrocławskiego. Na Sessyi seymowey Dnia 10 Czerwca 1790 Roku miany [w sprawie nowych wyborów i prorogacji obecnego sejmu]|20824
-|10.VI.1790 : Głos J.W. Serafina Rafała Sokołowskiego starosty nieszawskiego|20822
-|10.VI.1790 : Głos JKMci na sessyi seymowey Dnia 10 czerwca 1790 r. miany [zawierający poparcie dla projektu M. Czackiego p. czernichowskiego]|20827
-|10.VI.1791 : Sessya 91. Dnia 10 czerwca 1791 Ru. [Diariusz sejmowy. Dyskusja wokół projektów dot. "starostw summowych" i lenności - bez obecności króla. Głos zabierali: marszałkowie sejmowi oraz senatorowie i posłowie: A. Karski|21745
-|10.VI.1791 : Utwierdzenie summy 100 000 złp. na starostwie Krasnosielskim. D. 10 Junii 1791 [z podpisem St. Małachowskiego].|23201
-|10.VI.1791 : Utwierdzenie zamiany z lenności na wieczność [czterech dworzyszcz w Łopatynie d. 10 Junii 1791 [z podpisem St. Małachowskiego].|23194
-|10.VIII.1790 : 10 sierpnia. [Zagajenie sesji 303 przez marszałka sejmowego Stanisława Małachowskiego]|20959
-|10.VIII.1790 : Dziennik czynności Seymu Głównego Ordynaryjnego Warszawskiego pod związkiem Konfederacyi Oboyga Narodów agitującego się 1790. Sessya CCC|20963
-|10.VIII.1790 : Głos J.E.Kr. Mości dnia 10 sierpnia Roku 1790 na sessyi seymowey miany.|20962
-|10.VIII.1790 : Głos J.W. Woyciecha Świętosławskiego chorążego y vicestarosty krzemienieckiego posła wdztwa|20960
-|10.VIII.1790 : Mowa J.W. Imci Pana Franciszka Jerzmanowskiego chorążego i posła łęczyckiego. Dnia 10 sierpnia 1790 Roku na sessyi seymowey miana [głównie o projekcie dot. sejmików]|20961
-|10.VIII.1790 : Sessya 303. Dnia 10 sierpnia. [Diariusz sejmowy. Przesunięcie terminu debaty nad Formą Rządu o dwa tygodnie. Brak postępu w pracach sądu sejmowego spowodowany brakiem kompletu sędziowskiego. Zalecenie sejmowe dla Sądu Sejmowego dot.|20956
-|10.Vi.1790 : Głos J.W. Michała Zakrzewskiego woyskiego Wielkiego Xięstwa Litewskiegi Na Sessyi Dnia 10 Czerwca 1790 miany [w sprawie prorogacji sejmu i nowych wyborów]|20826
-|10.XI.1789 : [KWON - do Sejmujących Stanów informuje o zaopiniowaniu przesłanych projektów od Wysokiej Izby.]|22804
-|10.XII.1789 : Dziennik czynności Seymu Głównego Ordynaryjnego Warszawskiego pod związkiem Konfederacyi Oboyga Narodów agitującego się 1789. Sessya CCIII Dnia 10 grudnia we czwartek|20348
-|10.XII.1789 : Głos J.W. Imci Pana Rożnowskiego pisarza ziemskiego|20346
-|10.XII.1789 : [J.] Jezierski kln|20347
-|10.XII.1789 : [Zagajenie sesji 203 przez marszałka sejmowego Stanisława Małachowskiego]|20345
-|11.I.1791 : Rozkład materii y czasu na teraźnieyszym Seymie [z podpisami marszałków sejmowych]|23127
-|11.I.1791 : Zlecenie U.U. Seymowemu y Konfederacyi O.N. Marszałkom [dot. "examinu b. departamentu woyskowego i Komisji Woyskowey - podpisane przez St. Małachowskiego.|23128
-|11.II.1775 : Reces on Acte de renontiation de l'Ordre de Malte a' l'egard de l'Ordinatie d'Ostrog|23319
-|11.II.1790 : Dziennik czynności Sejmu Głównego Ordynaryjnego Warszawskiego pod związkiem Konfederacyi Oboyga Narodów agitującego się 1790. Sessya CCXVIII Dnia 11 Lutego we czwartek.|20443
-|11.II.1790 : [Zagajenie sesji 217 przez marszałka sejmowego Stanisława Małachowskiego]|20442
-|11.II.1791 : J.W. [A.] Suchodolski kln|22998
-|11.II.1791 : Przymówienie się J.W. [B.] Zawiszy|23002
-|11.II.1791 : [Zagajenie sesji 33 przez marszałka sejmowego Stanisława Małachowskiego] .|23001
-|11.III.1790 : Dziennik czynności Seymu Głównego Ordynaryjnego Warszawskiego pod związkiem Konfederacyi Oboyga Narodów agitującego się 1790. Sessya CCXXXIV Dnia 11 Marca we czwartek.|20527
-|11.III.1790 : [Zagajenie sesji 234 przez marszałka sejmowego Stanisława Małachowskiego] .|20528
-|11.IV.1791 : Odmiana podatku skórowego D. 11 Aprilis 1791 [podpisane przez St. Małachowskiego].|23135
-|11.IV.1791 : Sessya 65. Dnia 12 kwietnia 1791 R-u. [Diariusz sejmowy. Relacja komisji wyznaczonej do wglądu w stan skarbu koronnego i czynności komisji skarbowych za p3łrocze. Decyzje w sprawach sum prawami 1768|22551
-|11.IV.1791 : Wzgląd na szpitale publiczne y klasztory mendicantium niżej wyrażone [podpisane przez St. Małachowskiego].|23134
-|11.IX.1792 : Diariusz aktu złączenia się konfederacyi walnych Oboyga Narodów w Brześciu Litewskim dnia 11 września 1792 roku w kościele pojezuickim.|23232
-|11.V.1789 : Głos J.W. Imci Pana Butrymowicza|19769
-|11.V.1789 : Głos J.W. Imci Pana Woyciecha Suchodolskiego|19772
-|11.V.1789 : Sessya dnia 11 maja [Diariusz sejmowy. Kontynuacja obrad związanych z niepokojami na pd.-wschodnich połaciach Polski. Wyznaczenie osób do "wyprowadzenia inkwizycji" z osób obwinionych o podmawianie do buntów. Dyskusja nad projektem podatk|19768
-|11.V.1789 : [Zagajenie sesji 101 przez Stanisława Małachowskiego marszałka sejmowego]|19771
-|11.V.1790 : 11 Maia [Głos] [J.] Szymanowskiego p. czerskiego [dot. uchwalonego prawa o donatywach]|20709
-|11.V.1790 : 11 Maia. [Zagajenie sesji 162 przez marszałka sejmowego Stanisława Małachowskiego]|20708
-|11.V.1790 : Mowa [Wybranowskiego] w materyi nieuformowaney propozycyi ad turnum kilkanaście razy od kilku posłów wnoszonym w okoliczności wyznaczenia terminu Komissyi Skarbowey|20941
-|11.V.1790 : Mowa w materii nieuformowaney propozycji ad Turnum kilkanaście razy od kilku posłów wnoszonym w okoliczności wyznaczenia terminu Kommissyi Skarbowey od którego ekwiwalencyą zamian ma uważać - czyli jak były w stanie zamiany 68-y 75 Ro|20711
-|11.V.1790 : Tłomaczenie. Projekt do noty odpowiedniej [Sejmujących Stanów - a dot. stosunków polsko szwedzkich]. Czytane i konfrontowane tłumaczenie na sesji 11.V.1790.|22761
-|11.VI.1790 : 11 Czerwca. [Zagajenie sesji 279 przez marszałka sejmowego Stanisława Małachowskiego]|20832
-|11.VI.1790 : Dziennik czynności Seymu Głównego Ordynaryjnego Warszawskiego pod związkiem Konfederacyi Oboyga Narodów agitującego się 1790. Sessya CCLXXIX Dnia 11 Czerwca w Piątek.|20840
-|11.VI.1790 : Głos 1-wszy JKMci dnia 11 Czerwca 1790.|20837
-|11.VI.1790 : Głos powtórny JKMci dnia 11 Czerwca.|20838
-|11.VI.1790 : [KWON do Komisji porządkowej CW powiatu winnickiego w związku z zażaleniem tejże komisji na miejscową komendę wojskową]|22877
-|11.Vi.1790 : Głos J.W. Pana Tomasza Wawrzeckiego podkomorzego kowieńskiego|20836
-|11.XI.1790 : Dziennik czynności Seymu Głównego Ordynaryjnego Warszawskiego pod związkiem Konfederacyi Oboyga Narodów agitującego się 1790. Sessya CCCXLIV dnia 11 listopada we czwartek.|21223
-|11.XII.1789 : Dziennik czynności Seymu Głównego Ordynaryjnego Warszawskiego pod związkiem Konfederacyi Oboyga Narodów Roku 1789. Sessya CCIV. Dnia 11 grudnia w piątek.|20351
-|11.XII.1789 : Głos J.W. Imci Pana Rożnowskiego pisarza ziemskiego y posła wodztwa|20352
-|11.XII.1789 : [Zagajenie sesji 204 przez marszałka sejmowego Stanisława Małachowskiego]|20350
-|12.II.1790 : Dziennik czynności Seymu Głównego Ordynaryjnego Warszawskiego pod związkiem Konfederacyi Oboyga Narodów agitującego się 1790. Sessya CCXIX Dnia 12 Lutego w Piątek.|20448
-|12.II.1790 : Głos J.W. Imci Pana Ignacego Zakrzewskiego stolnika i posła woj. poznańskiego na sessyi seymowey Dnia 12 lutego Roku 1790 miany [w sprawie szybkiego ukończenia ustawy o Komisji Wojskowej]|20447
-|12.II.1790 : Przymowienie się J.W. Imci Pana Kublickiego posła inflanckiego na sessyi seymowey Dnia 12 lutego 1790 Roku [w sprawie fortragowania w Kawalerii Narodowej]|20446
-|12.II.1790 : Sessya 219. Dnia 12 Lutego [Diariusz sejmowy. Kontynuacja dyskusji o rangach i awansach w Kawalerii Narodowej. Sprawa powołania osobnej komisji porządkowej cywilno-wojskowej Mielnickiej. Głos zabierali: marszałkowie sejmowi oraz senatorow|20444
-|12.II.1790 : [Zagajenie sesji 219 przez marszałka sejmowego Stanisława Małachowskiego]|20445
-|12.III.1789 : Głos J.W. Imci Pana Butrymowicza podstarosty i posła pińskiego na sessyi seymowey dnia 12 miesiąca marca 1789 roku w Warszawie miany [za ustanowieniem podatków z dóbr duchownych]|19549
-|12.III.1789 : Głos J.W. Imci Pana Jana z Zakliczyna Jordana posła z woj. krakowskiego w materii podatków duchownych y względem biskupstwa krakowskiego na sessyi seymowey dnia 12 marca 1789 roku miany|19554
-|12.III.1789 : Głos J.W. Imci Pana Józefa Radzimińskiego|19550
-|12.III.1789 : Głos J.W. Jegomości Xiędza Turskiego bpa łuckiego na sessyi seymowey dnia 12 marca miany [dot. podatku z dóbr duchownych]|19551
-|12.III.1789 : Mowa J.O. Xięcia Imci Prymasa na sessyi seymowey dnia 12 marca roku 1789 miana [dot. podatków z dóbr duchownych]|19557
-|12.III.1789 : [Zagajenie sesji 74 przez marszałka sejmowego Stanisława Małachowskiego]|19560
-|12.IV.1790 : Dziennik czynności Seymu Głównego Ordynaryjnego Warszawskiego pod związkiem Konfederacyi Oboyga Narodów agitującego się 1790. Sessya CCXLV Dnia 12 kwietnia w Poniedziałek|20607
-|12.IV.1790 : Głos JKMci 2-gi dnia 12 kwietnia 1790 [w sprawie nominacji ks. Wurtemberskiego]|20615
-|12.IV.1790 : Głos JKMci 3-ci Dnia 12 kwietnia 1790 [w sprawie nominacji ks. Wurtemberskiego]|20614
-|12.IV.1790 : Głos JKMci 4-ty dnia 12 kwietnia 1790 [w sprawie nominacji ks. Michała Lubomirskiego]|20616
-|12.IV.1790 : Głos JKMci 5-ty dnia 12 kwietnia 1790 [po nominacji na generałów-lejtnantów ks. M. Lubomirskiego i L. Wurtemberskiego]|20617
-|12.IV.1790 : Głos JKMci na sessyi seymowey dnia 12 kwietnia 1790 Roku miany [dot. proponowanych nominacji na generałów-lejtnantów Michała Lubomirskiego i Ludwika Wurtemberskiego]|20618
-|12.IV.1790 : Mowa J.W Imci Pana Ignacego Wyssogotty Zakrzewskiego stolnika i posła woj. poznańskiego na sessyi seymowey dnia 12 kwietnia R. 1790 miana [w sprawie nominacji kś. L. Wurtemberskiego]|20610
-|12.IV.1790 : Mowa J.W. Imci Pana Ignacego Wyssogotty Zakrzewskiego posła poznańskiego|20613
-|12.IV.1790 : Sessya 245. Dnia 12 kwietnia [Diariusz sejmowy. "Ofiara" na potrzeby Rzplitej - Od księcia kurlandzkiego. Sprawa obsady szefostwa IV Dywizji. Nominacja na gen.-lejtnanta dla Ur. ks. Michała Lubomirskiego i Ur. ks. Ludwika Wuertemberskiego.|20608
-|12.IV.1790 : [A.] Madaliński. Przymówienie się tegoż dnia 12 mca Aprilis Roku 1790 [o zakończenie dyskusji w sprawie donatyw]|20612
-|12.IV.1790 : [Zagajenie sesji 245 przez marszałka sejmowego Stanisława Małachowskiego]|20609
-|12.IV.1791 : Rozporządzenie dobrami patrymonialnymi Rzeczypospolitey [projekt] Sz. Zambrzycki poseł nurski. Czytany dnia 22 apr[ilis] 1791 Ru.|21909
-|12.IV.1791 : Uchylenie summy 40 000 zł. pol. na wsi Jeziorowicach [z podpisem St. Małachowskiego].|23147
-|12.IV.1791 : Zakwitowanie Komissyi Skarbu Koronnego. Czyt. 12 Aprilis 1791.|22057
-|12.IV.1792 : Głos JKMci na sessyi seymowey 16 kwietnia 1792 [w sprawie - pożyczki zagraniczney]|21931
-|12.V.1789 : Głos J.W. Jegomości Pana Woyciecha Suchodolskiego|19776
-|12.V.1789 : Głos J.W. Zakrzewskiego|19780
-|12.V.1789 : Mowa J.W. Imci Pana [J.] Jezierskiego kasztelana łukowskiego na seymie dnia 12 maja 1789 roku powiedziana [w sprawach podatkowych]|19784
-|12.V.1789 : Mowa Je. Kr. Mości na sessyi seymowey d. 12 maja 1789|19777
-|12.V.1790 : In Turno. Die 12 Maii... Dnia 15 Maia... Dnia 18 Maia [w sprawie opłacania podatków przez właścicieli bądź "zastawników"]|20712
-|12.V.1791 : D.12 Maij 1791 R-u. Propozycja czyli projekt sejmu w części pierwszej przeczytany i poprawiony ma być przyjęty? Czyli jeszcze do poprawy odesłany? [formularze głosowania]|22925
-|12.V.1791 : Głos J.W. J. Pana Tadeusza Korsaka|22926
-|12.V.1791 : Głos JKMci na sessyi seymowey Dnia 12 Maja 1791.|22924
-|12.V.1791 : J.W. Karpp p. żmudzki. Czyt. 12 maji 1791. Dodatek pod art. IV do numeru trzeciego projektu titulo: o sejmie.|21852
-|12.V.1791 : [Zagajenie sesji 73 przez marszałka sejmowego Stanisława Małachowskiego]|22922
-|12.VI.1789 : Sessya 117. Dnia 12 czerwca [Diariusz sejmowy. Uchwała dot. "przydania straży" przy mieszkaniu ks. A. Ponińskiego czytanie projektu dot. podatku od kaduków. Ratyfikacja umowy dot. pożyczki genueńskiej. Głos zabierali: marszałkowie sej|19868
-|12.VI.1789 : [Zagajenie sesji 117 przez marszałka sejmowego Stanisława Małachowskiego]|19871
-|12.VII.1789 : [Kopia noty Wawrzyńca Eugestroema do Sejmujących Stanów z informacją o przyjęciu ministra Jerzego Potockiego jako rezydenta przy dworze szwedzkim]|22749
-|12.VII.1790 : 12 lipca [Zagajenie sesji 285 przez marszałka sejmowego Stanisława Małachowskiego]|20871
-|12.VII.1790 : Dziennik czynności Seymu Głównego Ordynaryjnego Warszawskiego pod związkiem Konfederacyi Oboyga Narodów agitującego się 1790. Sessya CCLXXXV Dnia 12 lipca w poniedziałek.|20873
-|12.VII.1790 : Głos J.Kr. Mości na sessyi seymowey dnia 12 lipca 790|20872
-|12.X.1788 : Deklaracja [króla pruskiego - przedstawiana w tłum. Buchholza|22696
-|12.X.1789 : Dziennik czynności Seymu Głównego Ordynaryjnego Warszawskiego pod związkiem Konfederacyi Oboyga Narodów|20259
-|12.X.1790 : Kopia listu J.W. Imci Pana Henkla generała-leytnanta y kommendanta wojsk N. Króla Imci Pruskiego w Litwie do Xcia Giedroycia pułkownika Regimentu Pieszego Buławy Polney W.X.Litt. do Wilna adresowanego - [w sprawie oficerów pruskich delego|22835
-|12.X.1791 : Projekt Kommissyi Policyi Oboyga Narodów. Wyznaczenie funduszów dla Kommissyi Policyi O.N. Czyt. 12 oct. 1791.|21389
-|12.X.1791 : Wyznaczenie funduszu dla kancelarii marszałka prezydiującego w Kommissji Policji [projekt]|21391
-|12.XI.1790 : Dziennik czynności Seymu Głównego Ordynaryjnego Warszawskiego pod związkiem Konfederacyi Oboyga Narodów agitującego się 1790. Sessya CCCXLV dnia 12 listopada w piątek|21225
-|12.XII 1790 : [List Franciszka Nałęcz Skaławskiego do króla z prośbą o polecenie Sejmującym Stanom podjęcia jego sprawy i uczynienie sprawiedliwości dla ukrzywdzonego wyrokiem Trybunału Piotrkowskiego]|23264
-|12.XII.1790 : [List do Antoniego Siellickiego - od Józefa Siellickiego|23263
-|13.I.1790 : Wpłata woysku koronnemu w racie septembrowey 1789 Roku podług Tabeli od P. Kommissyi Woyskowey podaney.|23274
-|13.I.1791 : Obmyślenie nagrody sędziom y urzędnikom sądów ziemiańskich tak w Koronie jak y w W.X.Lit. [projekt]. Czyt. 13 Januarii 1791.|21977
-|13.I.1792 : Głos J.P. Ogińskiego|23316
-|13.II.1791 : Zasady do projektu wieczystego urządzenia królewszczyzn. Karśnicki|21891
-|13.III.1789 : Głos J.K.Mci na sessyi dnia 13 marca miany 1789 [zawierający pochwałę Stanu Duchownego za gotowość wzięcia dwukrotnie wyższych obciążeń podatkowych - niż podatki stanu szlacheckiego]|19562
-|13.III.1789 : Głos J.W. Imci Pana Antoniego Rożnowskiego pisarza ziemskiego i posła woj. gnieznieńskiego na sessyi seymowey dnia 13 miesiąca marca r. 1789 [w sprawie podatków z dóbr duchownych]|19572
-|13.III.1789 : Głos J.W. Jana Zielinskiego|19567
-|13.III.1789 : Mowa J.W. Imci Pana [W.] Gurowskiego marszałka wielkiego W.X.Lit. na seymie pod związkiem konfederacyi agitującym się. Dnia 13 marca 1789 roku [w sprawie podatku z dóbr duchownych]|19566
-|13.III.1789 : Mowa tegoż posła [F. Jerzmanowskiego] na sessyi seymowej dnia 13 marca 1789 miana [w sprawie podatku z dóbr duchownych]|19564
-|13.III.1789 : Przymówienie się J.O. Xięcia Pana Krakowskiego [A.B. Jabłonowskiego] na sessyi seymowey dnia 13 marca o podatkach|19571
-|13.III.1789 : [Zagajenie sesji 75 przez marszałka sejmowego Stanisława Małachowskiego - zawierające pochwałę chwalebnej postawy duchowieństwa w sprawie podatku z dóbr duchownych]|19574
-|13.III.1790 : [Komisja porządkowa cw. kaliska do Sejmujących Stanów w sprawie zorganizowania eksportu produktów krajowych za granicę i likwidacji magazynów króla pruskiego w naszym kraju]|22883
-|13.III.1792 : [Pismo Komisji Skarbu O.N. w sprawie uzupełnienia opublikowanego prawa "Zasady do przedaży królewszczyzn"]|21384
-|13.IV.1790 : 13 kwietnia [Zagajenie sesji 246 przez marszałka sejmowego Stanisława Małachowskiego]|20621
-|13.IV.1790 : Dziennik czynności Seymu Głównego Ordynaryjnego Warszawskiego pod związkiem Konfederacyi Oboyga Narodów agitującego się 1790. Sessya CCXLVI Dnia 13 kwietnia we wtorek|20620
-|13.IX.1791 : Mowa trzecia miana 13 września na zamku do Najjaśniejszego Pana [J. Wybickiego]|23329
-|13.V.1789 : Numer 38. Gazeta Warszawska w środę dnia 13 maja roku 1789 wraz z suplementem - z tej samej daty|19774
-|13.V.1791 : Głos J.W. Mniszcha Marszałka Wielkiego Koronnego ns sessyi seymowey Dnia 13 Maja 1791 Roku miany [w sprawie wysłania pisma do Jacka Małachowskiego] .|22931
-|13.V.1791 : Głos JEKMci|22929
-|13.V.1791 : Prawo titulo Seymy. D. 13 Maja 1791. D. 13 Maja 1791 Obl. 28 eiusdem - [z poprawkami i pdpisami marszałków sejmowych].|23188
-|13.V.1791 : [Zagajenie sesji 74 przez marszałka sejmowego Stanisława Małachowskiego. ]|22930
-|13.VII.1789 : Mowa J.W. Jegomości Pana Woyciecha Suchodolskiego|19908
-|13.VII.1789 : Sessya 123. Dnia 13 Lipca [Diariusz sejmowy. Czytanie depesz z Petersburga oraz not od dworu petersburskiego i szwedzkiego. Sprawa rekompensat za szkody wyrządzane przez wojsko rosyjskie na Podolu i konieczność ustanowienia stacji kwarant|19907
-|13.VII.1789 : [Zagajenie sesji 123 przez marszałka sejmowego Stanisława Małachowskiego]|19909
-|13.VII.1790 : 13 Lipca [Zagajenie sesji 286 przez marszałka sejmowego Stanisława Małachowskiego]|20876
-|13.VII.1790 : Dziennik czynności Sejmu Głównego Ordynaryjnego Warszawskiego pod związkiem Konfederacyi Oboyga Narodów agitującego się 1790. Sessya CCLXXXVI Dnia 13 lipca we wtorek.|20875
-|13.VII.1790 : Nota odpowiednia do J.W. J.O. Marszałków Konfederacji Generalney. [Od K.W.O.N. w sprawie "przydania" kompanii strzeleckiej do każdego batalionu Regimentu Pieszego oraz oddziału kozaków do każdej brygady Kawalerii Narodowej]|22831
-|13.VII.1790 : Sessya 286 Dnia 13 Julii [Diariusz sejmowy. Dyskusja nad projektem zsypki zbożowej "końcem dopełnienia funduszu na utrzymanie wojska". Relacje komisji skarbowych. Żądanie powołania Deputacji do "examinu Skarbu Litewskiego". Głos zabie|20874
-|13.VIII.1789 : Od kommissyi porządkowey województwa bracławskiego J.W. J.O. marszałkom sejmowym Oboyga Narodów rapport [dot. sprawy Bonawentury Klityńskiego]|22886
-|13.X.1789 : Głos J.Kr. Mci na sessyi seymowey dnia 13 octobris 1789 miany [w związku deklaracją podatkową magistratu Warszawy]|20264
-|13.X.1789 : Mowa J.W. Woyciecha Suchodolskiego|20262
-|13.XII.1790 : Podziękowanie y przymówienie się J.W. Imci Pana Tadeusza Mostowskiego kasztelana raciązkiego. Na sessyi seymowey dnia 13 grudnia 1790 [dot. porządku sejmowania]|21262
-|13.XII.1790 : Zagajenie J.W. marszałka seymowego [Stanisława Małachowskiego] de 13 decembris 1790|21261
-|14.II.1791 : Głos J.W. Imci Pana Adama Czernołuskiego|23016
-|14.II.1791 : Głos J.W. Jegomości Pana Piusa Franciszka Boreyka|23008
-|14.II.1791 : Głos JKMci na sessyi seymowey dnia 14 Februarii 1791 R-u miany [w sprawie "dopuszczenia wojskowych do urzędów poselskich"].|23011
-|14.II.1791 : J.W. Gomuliński in turno d. 14 Febr[uaris] [w sprawie kandydowania do sejmu - wojskowych].|23006
-|14.II.1791 : Sessya 34 dnia 14 Lutego 1791. [Diariusz sejmowy. Sprawa wyboru na posłów posesjonatów szlacheckich odbywających służbę wojskową. Pobieranie gaż przez wojskowych będących posłami. Głos zabierali: król|23005
-|14.II.1791 : [Zagajenie sesji 34 przez marszałka sejmowego Stanisława Małachowskiego] .|23015
-|14.II.1792 : Kazanie X. Karpowicza|23281
-|14.III.1789 : Gazeta Warszawska NR 21 w sobotę dnia 14 marca roku 1789 [z relacjami sesji LXXIII z 10 marca oraz sesji sejmowej LXXIV z 12 marca]|19541
-|14.III.1789 : Suplement do Gazety Warszawskiej w sobotę dnia 14 marca 1789|19542
-|14.III.1791 : [Zagajenie sesji 47 przez marszałka sejmowego Stanisława Małachowskiego] .|22635
-|14.III.1791 [15.III. : Mowa trzecia [Pomarnackiego|22643
-|14.IV.1791 : Zasady do projektu o miastach przyjęte [z podpisami marszałków sejmowych] .|23148
-|14.V.1789 : Mowa J.W. Jegomości Pana Woyciecha Suchodolskiego|19788
-|14.V.1789 : Opisanie uroczystości danej z okoliczności imienin J.P. Stanisława Małachowskiego|19782
-|14.V.1789 : Sessya 103. Dnia 14 maja 89 [Kontynuacja dyskusji nad projektem podatkowym - dot. głównie punktu 9|19786
-|14.V.1790 : 14 Maia [Zagajenie sesji 263 przez marszałka sejmowego Stanisława Małachowskiego]|20715
-|14.V.1790 : 17 Maia [Zagajenie sessji 264 przez marszałka sejmowego Stanisława Małachowskiego]|20722
-|14.V.1790 : Dziennik czynności Seymu Głównego Ordynaryjnego Warszawskiego pod związkiem Konfederacyi Oboyga Narodów agitującego się 1790. Sessya CCLXIII Dnia 14 Maia w piątek.|20719
